match_id,player_id,pressing_action_count,pressing_actions_per_90,press_success_rate,regain_rate,disruption_rate,successful_press_count,successful_presses_per_90,total_regain_count,regains_per_90,direct_regain_count,indirect_regain_count,total_disruption_count,direct_disruption_count,indirect_disruption_count,presses_leading_to_shot,presses_leading_to_goal,shot_creation_rate,high_block_press_count,medium_block_press_count,low_block_press_count,counter_press_count,counter_presses_per_90
2015213,560917,6,11.238293444328825,0.16666666666666666,0.16666666666666666,0.0,1,1.8730489073881376,1,1.8730489073881376,0,1,0,0,0,0,0,0.0,3,3,0,1,1.8730489073881376
2017461,582974,13,18.41939546599496,0.15384615384615385,0.15384615384615385,0.0,2,2.8337531486146093,2,2.8337531486146093,0,2,0,0,0,0,0,0.0,3,9,0,2,2.8337531486146093
2017461,11117,7,7.467994310099574,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0.14285714285714285,2,3,0,5,5.334281650071124
2015213,795529,41,49.69027740371667,0.12195121951219512,0.12195121951219512,0.0,5,6.05978992728252,5,6.05978992728252,0,5,0,0,0,1,0,0.024390243902439025,20,19,0,8,9.695663883652033
2015213,133501,21,18.932184714013825,0.09523809523809523,0.09523809523809523,0.0,2,1.8030652108584595,2,1.8030652108584595,0,2,0,0,0,0,0,0.0,11,9,1,6,5.409195632575378
2015213,51008,8,7.212260843433838,0.25,0.25,0.0,2,1.8030652108584595,2,1.8030652108584595,0,2,0,0,0,0,0,0.0,3,5,0,2,1.8030652108584595
2017461,50955,10,10.668563300142248,0.3,0.1,0.2,3,3.200568990042674,1,1.0668563300142249,0,1,2,0,2,0,0,0.0,1,6,0,7,7.467994310099574
2015213,23418,6,11.238293444328825,0.16666666666666666,0.0,0.16666666666666666,1,1.8730489073881376,0,0.0,0,0,1,0,1,0,0,0.0,3,3,0,1,1.8730489073881376
2017461,133498,4,4.4543429844098,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,3,0,1,1.11358574610245
2017461,43829,5,13.274336283185841,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,4,0,3,7.964601769911504
2015213,163972,23,28.65051903114187,0.17391304347826086,0.13043478260869565,0.043478260869565216,4,4.982698961937716,3,3.737024221453287,0,3,1,0,1,0,0,0.0,13,10,0,6,7.474048442906574
2017461,811820,4,3.6953397659618146,0.25,0.0,0.25,1,0.9238349414904536,0,0.0,0,0,1,0,1,0,0,0.0,1,3,0,2,1.8476698829809073
2015213,38673,32,28.849043373735352,0.0625,0.03125,0.03125,2,1.8030652108584595,1,0.9015326054292297,0,1,1,0,1,0,0,0.0,24,7,0,3,2.704597816287689
2017461,624628,21,29.7544080604534,0.14285714285714285,0.14285714285714285,0.0,3,4.250629722921914,3,4.250629722921914,0,3,0,0,0,0,0,0.0,8,13,0,6,8.501259445843829
2017461,11885,7,8.97052541648868,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,4,1,6,7.689021785561725
2015213,560916,45,40.56896724431534,0.13333333333333333,0.06666666666666667,0.06666666666666667,6,5.409195632575378,3,2.704597816287689,0,3,3,1,2,2,0,0.044444444444444446,19,24,1,10,9.015326054292297
2015213,51675,19,19.96264300723792,0.10526315789473684,0.10526315789473684,0.0,2,2.1013308428671493,2,2.1013308428671493,0,2,0,0,0,2,0,0.10526315789473684,3,12,0,11,11.557319635769321
2017461,965685,5,13.274336283185841,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,3,2,0,4,10.619469026548673
2017461,133501,10,11.832763607678148,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,7,0,5,5.916381803839074
2017461,23418,12,13.3630289532294,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0.08333333333333333,0,8,2,5,5.56792873051225
2017461,159688,15,13.857524122356805,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,2,0,0.13333333333333333,1,11,0,12,11.086019297885445
2017461,800322,5,4.619174707452268,0.2,0.2,0.0,1,0.9238349414904536,1,0.9238349414904536,0,1,0,0,0,1,0,0.2,1,2,0,4,3.6953397659618146
2015213,582974,4,7.49219562955255,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,3,0,2,3.746097814776275
2017461,29075,5,6.407518154634771,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,4,0,3,3.8445108927808627
2017461,14736,9,8.314514473414084,0.1111111111111111,0.0,0.1111111111111111,1,0.9238349414904536,0,0.0,0,0,1,1,0,1,0,0.1111111111111111,0,8,0,4,3.6953397659618146
2017461,157294,8,7.390679531923629,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,6,0,7,6.466844590433176
2017461,38673,21,19.40053377129953,0.09523809523809523,0.047619047619047616,0.047619047619047616,2,1.8476698829809073,1,0.9238349414904536,0,1,1,0,1,0,0,0.0,6,12,2,5,4.619174707452268
2015213,14736,8,7.212260843433838,0.125,0.125,0.0,1,0.9015326054292297,1,0.9015326054292297,0,1,0,0,0,1,0,0.125,2,5,0,6,5.409195632575378
2015213,795527,17,17.362687244666365,0.17647058823529413,0.11764705882352941,0.058823529411764705,3,3.064003631411711,2,2.0426690876078073,0,2,1,1,0,2,0,0.11764705882352941,5,9,1,8,8.17067635043123
2015213,23922,11,9.916858659721527,0.18181818181818182,0.18181818181818182,0.0,2,1.8030652108584595,2,1.8030652108584595,2,0,0,0,0,0,0,0.0,0,9,0,2,1.8030652108584595
2015213,4322,3,2.704597816287689,0.6666666666666666,0.6666666666666666,0.0,2,1.8030652108584595,2,1.8030652108584595,0,2,0,0,0,0,0,0.0,1,1,0,1,0.9015326054292297
2015213,133498,4,7.49219562955255,0.25,0.0,0.25,1,1.8730489073881376,0,0.0,0,0,1,0,1,0,0,0.0,2,2,0,0,0.0
2015213,51667,4,3.606130421716919,0.25,0.25,0.0,1,0.9015326054292297,1,0.9015326054292297,0,1,0,0,0,1,0,0.25,1,2,0,1,0.9015326054292297
2015213,26844,13,15.755453810934553,0.07692307692307693,0.07692307692307693,0.0,1,1.2119579854565041,1,1.2119579854565041,0,1,0,0,0,0,0,0.0,2,11,0,6,7.271747912739024
2015213,50951,3,5.214368482039397,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0.3333333333333333,1,2,0,1,1.7381228273464657
2015213,809670,10,17.381228273464657,0.2,0.1,0.1,2,3.4762456546929315,1,1.7381228273464657,0,1,1,1,0,0,0,0.0,0,10,0,6,10.428736964078794
2015213,43829,5,8.690614136732329,0.2,0.2,0.0,1,1.7381228273464657,1,1.7381228273464657,0,1,0,0,0,0,0,0.0,3,2,0,3,5.214368482039397
2013725,51644,10,9.508716323296355,0.1,0.0,0.1,1,0.9508716323296355,0,0.0,0,0,1,1,0,0,0,0.0,7,3,0,2,1.901743264659271
2013725,2858,25,23.771790808240887,0.08,0.08,0.0,2,1.901743264659271,2,1.901743264659271,0,2,0,0,0,0,0,0.0,13,10,0,8,7.606973058637084
2013725,51045,21,19.968304278922343,0.19047619047619047,0.14285714285714285,0.047619047619047616,4,3.803486529318542,3,2.8526148969889062,1,2,1,1,0,0,0,0.0,7,11,0,7,6.6561014263074485
2013725,795529,28,35.38331929233362,0.17857142857142858,0.14285714285714285,0.03571428571428571,5,6.318449873631002,4,5.054759898904802,0,4,1,1,0,1,0,0.03571428571428571,11,14,1,10,12.636899747262005
2013725,51008,5,5.926511260371394,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,3,0,1,1.1853022520742789
2013725,133853,17,24.586212437731,0.17647058823529413,0.11764705882352941,0.058823529411764705,3,4.338743371364294,2,2.892495580909529,0,2,1,0,1,0,0,0.0,9,7,0,7,10.123734533183352
2013725,26844,10,10.248235026189935,0.3,0.3,0.0,3,3.0744705078569803,3,3.0744705078569803,1,2,0,0,0,0,0,0.0,1,8,1,2,2.049647005237987
2013725,795544,19,18.066561014263073,0.2631578947368421,0.15789473684210525,0.10526315789473684,5,4.754358161648177,3,2.8526148969889062,0,3,2,2,0,0,0,0.0,5,11,0,10,9.508716323296355
2013725,18573,6,8.677486742728588,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,0,2,2.892495580909529
2013725,23922,7,6.6561014263074485,0.2857142857142857,0.2857142857142857,0.0,2,1.901743264659271,2,1.901743264659271,0,2,0,0,0,0,0,0.0,1,6,0,2,1.901743264659271
2013725,795527,22,26.076649545634133,0.09090909090909091,0.045454545454545456,0.045454545454545456,2,2.3706045041485577,1,1.1853022520742789,0,1,1,0,1,0,0,0.0,10,10,2,7,8.297115764519951
2013725,51675,23,21.870047543581617,0.30434782608695654,0.17391304347826086,0.13043478260869565,7,6.6561014263074485,4,3.803486529318542,1,3,3,0,3,2,0,0.08695652173913043,4,17,0,9,8.55784469096672
2015213,957737,3,2.704597816287689,0.6666666666666666,0.6666666666666666,0.0,2,1.8030652108584595,2,1.8030652108584595,1,1,0,0,0,0,0,0.0,1,2,0,1,0.9015326054292297
2013725,560917,14,16.594231529039902,0.14285714285714285,0.14285714285714285,0.0,2,2.3706045041485577,2,2.3706045041485577,0,2,0,0,0,1,0,0.07142857142857142,3,11,0,3,3.5559067562228366
2013725,560916,30,28.526148969889064,0.06666666666666667,0.06666666666666667,0.0,2,1.901743264659271,2,1.901743264659271,0,2,0,0,0,0,0,0.0,14,15,0,7,6.6561014263074485
2013725,133854,39,37.08399366085578,0.10256410256410256,0.07692307692307693,0.02564102564102564,4,3.803486529318542,3,2.8526148969889062,0,3,1,0,1,0,0,0.0,25,12,0,14,13.312202852614897
2011166,11117,20,18.214936247723134,0.25,0.15,0.1,5,4.553734061930784,3,2.7322404371584703,0,3,2,0,2,0,0,0.0,7,11,1,6,5.464480874316941
2011166,29075,20,21.655437921077958,0.2,0.2,0.0,4,4.331087584215592,4,4.331087584215592,0,4,0,0,0,0,0,0.0,7,11,0,9,9.744947064485082
2013725,51000,7,6.6561014263074485,0.42857142857142855,0.42857142857142855,0.0,3,2.8526148969889062,3,2.8526148969889062,0,3,0,0,0,0,0,0.0,2,4,0,2,1.901743264659271
2011166,23909,17,15.482695810564664,0.11764705882352941,0.0,0.11764705882352941,2,1.8214936247723135,0,0.0,0,0,2,0,2,1,0,0.058823529411764705,2,15,0,2,1.8214936247723135
2011166,50955,14,12.750455373406194,0.14285714285714285,0.07142857142857142,0.07142857142857142,2,1.8214936247723135,1,0.9107468123861567,0,1,1,0,1,0,0,0.0,7,6,0,5,4.553734061930784
2011166,26969,3,4.601226993865031,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,3,0,1,1.5337423312883436
2011166,159688,14,12.750455373406194,0.07142857142857142,0.07142857142857142,0.0,1,0.9107468123861567,1,0.9107468123861567,0,1,0,0,0,0,0,0.0,5,8,0,6,5.464480874316941
2011166,27003,6,9.202453987730062,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,3,3,0,2,3.067484662576687
2013725,560894,4,3.803486529318542,0.75,0.5,0.25,3,2.8526148969889062,2,1.901743264659271,0,2,1,0,1,0,0,0.0,3,1,0,1,0.9508716323296355
2011166,799092,9,13.803680981595091,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,8,1,2,3.067484662576687
2011166,50977,13,11.839708561020037,0.07692307692307693,0.07692307692307693,0.0,1,0.9107468123861567,1,0.9107468123861567,0,1,0,0,0,1,1,0.07692307692307693,8,5,0,7,6.375227686703097
2011166,957734,8,7.285974499089254,0.25,0.125,0.125,2,1.8214936247723135,1,0.9107468123861567,0,1,1,0,1,3,0,0.375,0,6,1,2,1.8214936247723135
2013725,25534,9,24.98457742134485,0.1111111111111111,0.1111111111111111,0.0,1,2.7760641579272054,1,2.7760641579272054,0,1,0,0,0,0,0,0.0,5,4,0,3,8.328192473781616
2011166,11885,15,19.838354151359294,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,9,6,0,8,10.580455547391624
2011166,972687,4,8.97084475454772,0.25,0.25,0.0,1,2.24271118863693,1,2.24271118863693,0,1,0,0,0,0,0,0.0,0,3,0,2,4.48542237727386
2006229,26095,26,30.3975058456742,0.11538461538461539,0.11538461538461539,0.0,3,3.5074045206547155,3,3.5074045206547155,0,3,0,0,0,0,0,0.0,8,16,2,4,4.676539360872954
2006229,159941,20,23.38269680436477,0.05,0.0,0.05,1,1.1691348402182384,0,0.0,0,0,1,1,0,0,0,0.0,6,12,1,4,4.676539360872954
2011166,811820,6,5.464480874316941,0.3333333333333333,0.0,0.3333333333333333,2,1.8214936247723135,0,0.0,0,0,2,2,0,0,0,0.0,2,3,0,5,4.553734061930784
2006229,11891,3,2.7341772151898733,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0,0.0
2011166,9175,3,3.9676708302718593,0.3333333333333333,0.3333333333333333,0.0,1,1.322556943423953,1,1.322556943423953,0,1,0,0,0,0,0,0.0,2,1,0,1,1.322556943423953
2006229,159945,35,36.572622779519335,0.2,0.11428571428571428,0.08571428571428572,7,7.3145245559038665,4,4.179728317659352,0,4,3,0,3,0,0,0.0,11,22,1,7,7.3145245559038665
2006229,51044,25,22.78481012658228,0.12,0.12,0.0,3,2.7341772151898733,3,2.7341772151898733,0,3,0,0,0,1,0,0.04,9,15,0,3,2.7341772151898733
2006229,51014,16,14.582278481012658,0.0625,0.0625,0.0,1,0.9113924050632911,1,0.9113924050632911,0,1,0,0,0,0,0,0.0,6,9,1,3,2.7341772151898733
2011166,51017,6,5.464480874316941,0.3333333333333333,0.3333333333333333,0.0,2,1.8214936247723135,2,1.8214936247723135,0,2,0,0,0,0,0,0.0,0,5,0,1,0.9107468123861567
2006229,50992,8,7.291139240506329,0.125,0.125,0.0,1,0.9113924050632911,1,0.9113924050632911,0,1,0,0,0,0,0,0.0,2,6,0,3,2.7341772151898733
2011166,51685,5,4.553734061930784,0.2,0.2,0.0,1,0.9107468123861567,1,0.9107468123861567,0,1,0,0,0,0,0,0.0,0,4,0,3,2.7322404371584703
2006229,808580,6,6.375442739079102,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,2,0,4,4.250295159386068
2011166,51015,7,6.375227686703097,0.14285714285714285,0.14285714285714285,0.0,1,0.9107468123861567,1,0.9107468123861567,0,1,0,0,0,1,0,0.14285714285714285,0,6,0,3,2.7322404371584703
2006229,963054,11,15.43980037429819,0.09090909090909091,0.09090909090909091,0.0,1,1.40361821584529,1,1.40361821584529,0,1,0,0,0,0,0,0.0,7,4,0,1,1.40361821584529
2011166,795521,4,11.703511053315994,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,4,11.703511053315994
2011166,157294,5,7.616790792146243,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,3,0,4,6.093432633716994
2006229,50980,36,49.90757855822551,0.05555555555555555,0.05555555555555555,0.0,2,2.7726432532347505,2,2.7726432532347505,0,2,0,0,0,0,0,0.0,17,19,0,4,5.545286506469501
2006229,7252,15,15.673981191222571,0.13333333333333333,0.06666666666666667,0.06666666666666667,2,2.089864158829676,1,1.044932079414838,0,1,1,1,0,0,0,0.0,2,12,1,3,3.1347962382445145
2006229,104563,7,6.379746835443038,0.42857142857142855,0.2857142857142857,0.14285714285714285,3,2.7341772151898733,2,1.8227848101265822,0,2,1,0,1,0,0,0.0,1,6,0,1,0.9113924050632911
2011166,51028,4,3.642987249544627,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,1,0,0.25,0,3,0,1,0.9107468123861567
2006229,6871,24,21.873417721518987,0.08333333333333333,0.08333333333333333,0.0,2,1.8227848101265822,2,1.8227848101265822,0,2,0,0,0,0,0,0.0,12,12,0,5,4.556962025316456
2006229,12120,10,18.967334035827186,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,3,6,0,3,5.690200210748156
2006229,9520,5,4.556962025316456,0.2,0.0,0.2,1,0.9113924050632911,0,0.0,0,0,1,0,1,0,0,0.0,2,3,0,4,3.6455696202531644
2006229,51648,19,26.34011090573013,0.05263157894736842,0.05263157894736842,0.0,1,1.3863216266173752,1,1.3863216266173752,0,1,0,0,0,0,0,0.0,4,13,0,6,8.317929759704251
2006229,5805,4,3.6455696202531644,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,3,0,0,0.0
2006229,11895,3,4.1589648798521255,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,0,0.0
2006229,51655,7,12.280701754385966,0.14285714285714285,0.0,0.14285714285714285,1,1.7543859649122808,0,0.0,0,0,1,0,1,1,0,0.14285714285714285,2,5,0,1,1.7543859649122808
2006229,114464,3,2.7341772151898733,1.0,0.3333333333333333,0.6666666666666666,3,2.7341772151898733,1,0.9113924050632911,0,1,2,2,0,0,0,0.0,1,2,0,0,0.0
2006229,771857,13,33.78573491192607,0.07692307692307693,0.0,0.07692307692307693,1,2.598902685532775,0,0.0,0,0,1,0,1,0,0,0.0,3,9,1,5,12.994513427663874
1996435,795547,5,6.478548805067666,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,3,0,1,1.295709761013533
1996435,28293,13,12.1875,0.15384615384615385,0.15384615384615385,0.0,2,1.875,2,1.875,0,2,0,0,0,0,0,0.0,3,9,0,6,5.625
